id	filename	md5	size	state
4c3a899f-be0f-454f-b5dc-e30e29314c49	TCGA.KIRC.somaticsniper.4c3a899f-be0f-454f-b5dc-e30e29314c49.DR-10.0.somatic.maf.gz	84b511a69f7d6bb8801f825451ba6207	3871809	released
5d5dfadb-f18d-4f19-aff4-166dac7b92df	TCGA.CHOL.somaticsniper.5d5dfadb-f18d-4f19-aff4-166dac7b92df.DR-10.0.somatic.maf.gz	09ed242a7c8e34db40101fa716b12f34	867168	released
cc207fe8-ee0a-4b65-82cb-c8197d264126	TCGA.SARC.mutect.cc207fe8-ee0a-4b65-82cb-c8197d264126.DR-10.0.somatic.maf.gz	3156e9452d2b0e7c2da85729528a08d0	6864973	released
716f5244-9e13-4375-8c30-147bf9a02bb4	TCGA.KIRC.muse.716f5244-9e13-4375-8c30-147bf9a02bb4.DR-10.0.somatic.maf.gz	f4ac7cd4fc02b7b5ebddd4f3f03d7636	5166015	released
61b82eef-f454-434f-a1ca-e9928fd4b936	TCGA.GBM.somaticsniper.61b82eef-f454-434f-a1ca-e9928fd4b936.DR-10.0.somatic.maf.gz	36f9024f833960d3dbdae9d4b54c0594	10405966	released
ddb523ba-29ac-4056-82ca-4147d2e98ddf	TCGA.KICH.mutect.ddb523ba-29ac-4056-82ca-4147d2e98ddf.DR-10.0.somatic.maf.gz	01b847e9b756e2316b1a05a8af4c98b3	784872	released
2a8f2c83-8b5e-4987-8dbf-01f7ee24dc26	TCGA.KIRC.mutect.2a8f2c83-8b5e-4987-8dbf-01f7ee24dc26.DR-10.0.somatic.maf.gz	81b35a38974f46f5d22a5d1444bb0790	7119265	released
5ffa70b1-61b4-43d1-b10a-eda412187c17	TCGA.CESC.mutect.5ffa70b1-61b4-43d1-b10a-eda412187c17.DR-10.0.somatic.maf.gz	8f32b2421ca4444a2600cc8e15446778	24843170	released
6227cd91-5e86-45d4-a8c1-bffd4cb31964	TCGA.THCA.somaticsniper.6227cd91-5e86-45d4-a8c1-bffd4cb31964.DR-10.0.somatic.maf.gz	1d4602ceaaec71c458d75ae13aa72102	1139294	released
27330980-b14d-4d4d-bd65-5eb19c597c9c	TCGA.LGG.muse.27330980-b14d-4d4d-bd65-5eb19c597c9c.DR-10.0.somatic.maf.gz	76f960552b650990833ebe9135ce57f5	7187158	released
3fa04c26-8b39-44ac-8510-fdb626881c93	TCGA.LUAD.somaticsniper.3fa04c26-8b39-44ac-8510-fdb626881c93.DR-10.0.somatic.maf.gz	e30ec9bb1cee3cf33a8e5dd486e2f65e	30076344	released
9e8b5426-159b-45d9-8579-ec03f6ffb74f	TCGA.UCEC.varscan.9e8b5426-159b-45d9-8579-ec03f6ffb74f.DR-10.0.somatic.maf.gz	05049af79f8de6a3eadc1585b3b1205c	188661128	released
85f382f8-0155-4fe9-af0c-5813587d1f63	TCGA.DLBC.somaticsniper.85f382f8-0155-4fe9-af0c-5813587d1f63.DR-10.0.somatic.maf.gz	1a98c9d85f3985bf6b0b1c30dbc0e217	1253011	released
d12371d7-18ff-4105-a4a0-59de52b82805	TCGA.UCEC.muse.d12371d7-18ff-4105-a4a0-59de52b82805.DR-10.0.somatic.maf.gz	fc7db268a1b7657f46e41efe064eb5b3	174119502	released
93c525cc-655c-4c1c-b590-18d851473f68	TCGA.PAAD.muse.93c525cc-655c-4c1c-b590-18d851473f68.DR-10.0.somatic.maf.gz	97f3c2501d42340e0891cb9f4d696aa5	6492999	released
91ddbf37-6429-4338-89df-2d246a8e2d00	TCGA.THYM.mutect.91ddbf37-6429-4338-89df-2d246a8e2d00.DR-10.0.somatic.maf.gz	c7797eb34001770b3a8324025eef599b	1238410	released
59531694-1281-4053-9516-15e146022fcb	TCGA.PRAD.muse.59531694-1281-4053-9516-15e146022fcb.DR-10.0.somatic.maf.gz	64f8e9ffafd7a612ed4fa71ce35b03f3	5766857	released
f62c1539-7c81-4240-ad22-b125f80686ff	TCGA.MESO.varscan.f62c1539-7c81-4240-ad22-b125f80686ff.DR-10.0.somatic.maf.gz	23b8ca8aec99409f554cb30393ddb172	875372	released
8177ce4f-02d8-4d75-a0d6-1c5450ee08b0	TCGA.COAD.varscan.8177ce4f-02d8-4d75-a0d6-1c5450ee08b0.DR-10.0.somatic.maf.gz	ad4c6f8fe8a284b3196db17a3a74d7b2	59927744	released
9a11034e-1102-4fed-a75e-3e2a40253433	TCGA.MESO.somaticsniper.9a11034e-1102-4fed-a75e-3e2a40253433.DR-10.0.somatic.maf.gz	cb88ea8181388a1511131f05c28ec00e	673113	released
81ac2c46-37db-4dcd-923a-061a7ae626a3	TCGA.ACC.mutect.81ac2c46-37db-4dcd-923a-061a7ae626a3.DR-10.0.somatic.maf.gz	cea18c8b52d7fb505bd36886446d250e	2666716	released
95258183-63ea-4c97-ae29-1bae9ed06334	TCGA.LUSC.mutect.95258183-63ea-4c97-ae29-1bae9ed06334.DR-10.0.somatic.maf.gz	bb40da1be5f7fefde818a329cc0048ec	44346082	released
169b9b90-3584-41a3-be17-2317d9a28212	TCGA.PCPG.somaticsniper.169b9b90-3584-41a3-be17-2317d9a28212.DR-10.0.somatic.maf.gz	0a94f20737ff7ff6baede4ec3e0c5f67	388915	released
ec8ec3ad-f08d-46eb-9571-42806e304b37	TCGA.READ.muse.ec8ec3ad-f08d-46eb-9571-42806e304b37.DR-10.0.somatic.maf.gz	880eb3d5fd8efb83039a0c685eb41796	12990826	released
70835251-ddd5-4c0d-968e-1791bf6379f6	TCGA.COAD.somaticsniper.70835251-ddd5-4c0d-968e-1791bf6379f6.DR-10.0.somatic.maf.gz	b2194e7456628b42d7f64e2b47ec1c7d	41620844	released
d3fa70be-520a-420e-bb6d-651aeee5cb50	TCGA.UCEC.mutect.d3fa70be-520a-420e-bb6d-651aeee5cb50.DR-10.0.somatic.maf.gz	379907520faed335990cd27dae895559	194842948	released
5296cf00-4d8c-4db3-80d7-930a4b44f90d	TCGA.HNSC.varscan.5296cf00-4d8c-4db3-80d7-930a4b44f90d.DR-10.0.somatic.maf.gz	d90fbd1392ab050f75b91168ad93cf0c	22236909	released
6c93f518-1956-4435-9806-37185266d248	TCGA.BRCA.varscan.6c93f518-1956-4435-9806-37185266d248.DR-10.0.somatic.maf.gz	23f303806e40f6f30fc52b5a9c6eb327	24161125	released
13999735-2e70-439f-a6d9-45d831ba1a1a	TCGA.THCA.mutect.13999735-2e70-439f-a6d9-45d831ba1a1a.DR-10.0.somatic.maf.gz	56f8bf514e38d6d871ed70fc6dcf8a3d	2891360	released
03652df4-6090-4f5a-a2ff-ee28a37f9301	TCGA.COAD.mutect.03652df4-6090-4f5a-a2ff-ee28a37f9301.DR-10.0.somatic.maf.gz	12682ee538c2caf96e3ca77c7d000b89	65594046	released
10721f4e-972c-4a87-bb5a-282b8886d3fb	TCGA.UCEC.somaticsniper.10721f4e-972c-4a87-bb5a-282b8886d3fb.DR-10.0.somatic.maf.gz	5258d649e20bfe6297c0b8dfdd792b26	155116109	released
02747363-f04a-4ba6-a079-fe4f87853788	TCGA.UCS.mutect.02747363-f04a-4ba6-a079-fe4f87853788.DR-10.0.somatic.maf.gz	cdcd97c2c3f076079af14e0dd03ef094	2636756	released
e03d57b9-66dd-4dac-aa8e-597ed4a4559d	TCGA.STAD.varscan.e03d57b9-66dd-4dac-aa8e-597ed4a4559d.DR-10.0.somatic.maf.gz	ba469b48122c6b23af2eaecf9adcbc70	48142501	released
76313658-c6df-4f73-8e04-affdbb0013bd	TCGA.LGG.somaticsniper.76313658-c6df-4f73-8e04-affdbb0013bd.DR-10.0.somatic.maf.gz	16ff21347da0f6cd8b274974f1298db4	6030917	released
d5737b1c-afc7-4fe7-8a30-e1bc9b44fa26	TCGA.PAAD.varscan.d5737b1c-afc7-4fe7-8a30-e1bc9b44fa26.DR-10.0.somatic.maf.gz	5f90310cad670c256ea6eb8d7d6908e5	5532684	released
6c7b01bc-b068-4e01-8b4d-0362f5959f65	TCGA.UVM.mutect.6c7b01bc-b068-4e01-8b4d-0362f5959f65.DR-10.0.somatic.maf.gz	8ac9c16e8609addbded1bd1f6dd6e376	505413	released
dcf01652-1420-4189-b087-b968692c6208	TCGA.THCA.muse.dcf01652-1420-4189-b087-b968692c6208.DR-10.0.somatic.maf.gz	1d95bc71b8a60ce49859df651ec7caf0	1399507	released
2a332e6f-5a76-43cb-aa78-4cd746891b1b	TCGA.SARC.muse.2a332e6f-5a76-43cb-aa78-4cd746891b1b.DR-10.0.somatic.maf.gz	a0f4cb3049209761c5f5cc4c66cefc9e	5350196	released
6c961926-7792-42fa-9a16-c62f60e2557b	TCGA.SKCM.varscan.6c961926-7792-42fa-9a16-c62f60e2557b.DR-10.0.somatic.maf.gz	905ab5f2959b08ecbfefbaf70786e530	85669092	released
deca36be-bf05-441a-b2e4-394228f23fbe	TCGA.PRAD.mutect.deca36be-bf05-441a-b2e4-394228f23fbe.DR-10.0.somatic.maf.gz	ec67ca9281d9cc167d9a3ea0f54df141	7615526	released
59a84472-27d4-497c-8f37-8bc447ff9374	TCGA.GBM.muse.59a84472-27d4-497c-8f37-8bc447ff9374.DR-10.0.somatic.maf.gz	c5789567214d2a1bc774d00402fa4a8f	12586528	released
b9d7ec0e-afac-41ee-bd08-0acbfa0e3858	TCGA.LIHC.muse.b9d7ec0e-afac-41ee-bd08-0acbfa0e3858.DR-10.0.somatic.maf.gz	c2f23dbd454322c3e4fa241c039364f9	11889987	released
26ff3594-2e37-4011-8231-c973217b6a85	TCGA.CESC.varscan.26ff3594-2e37-4011-8231-c973217b6a85.DR-10.0.somatic.maf.gz	fa05b7ed26070017c6feefe039304198	22480115	released
99d1b597-cf33-4e89-a2e0-2e6bc972cdbe	TCGA.DLBC.varscan.99d1b597-cf33-4e89-a2e0-2e6bc972cdbe.DR-10.0.somatic.maf.gz	c8de22176827a0220b43e7fb08e944d4	1577627	released
fd3af8fd-e80d-4318-859f-757f32e6d8b4	TCGA.THYM.somaticsniper.fd3af8fd-e80d-4318-859f-757f32e6d8b4.DR-10.0.somatic.maf.gz	16a9676aae9fa5958b6709e1b7d27d9f	638738	released
6c494917-a5fe-4735-8b2e-e7b560f1cd0f	TCGA.PRAD.varscan.6c494917-a5fe-4735-8b2e-e7b560f1cd0f.DR-10.0.somatic.maf.gz	067e873bcebab156fb2b21fb70b37a03	6295737	released
747f92d2-3208-49cc-a564-3c5d0a2697ef	TCGA.ACC.varscan.747f92d2-3208-49cc-a564-3c5d0a2697ef.DR-10.0.somatic.maf.gz	28bc3af250abddd54448edfec378569c	2681416	released
153233d7-0731-4252-a835-ecd067c5ae71	TCGA.LUSC.somaticsniper.153233d7-0731-4252-a835-ecd067c5ae71.DR-10.0.somatic.maf.gz	fb0f290c9d91492cbcde168376cab4a8	30080996	released
15b448f9-56f8-4ba5-8959-674312ee9cfa	TCGA.UCS.muse.15b448f9-56f8-4ba5-8959-674312ee9cfa.DR-10.0.somatic.maf.gz	4a83a6c19210804fa3b6fc2357f850f7	2305534	released
a35f9f72-e4da-4d93-ad40-11cbd417b037	TCGA.UCS.varscan.a35f9f72-e4da-4d93-ad40-11cbd417b037.DR-10.0.somatic.maf.gz	19e9033d01258b1ad2703fb5415f1c90	2400238	released
995c0111-d90b-4140-bee7-3845436c3b42	TCGA.BRCA.mutect.995c0111-d90b-4140-bee7-3845436c3b42.DR-10.0.somatic.maf.gz	4a00a1c3611c2ddcb2eed684c451eea7	31058116	released
798f210d-921a-4e19-959e-9a9caf0051a8	TCGA.UVM.somaticsniper.798f210d-921a-4e19-959e-9a9caf0051a8.DR-10.0.somatic.maf.gz	045225c347c02692e310365c3ca5fedc	374771	released
b2689e8f-3b64-4214-8a87-dc7e7cf6fe5e	TCGA.READ.varscan.b2689e8f-3b64-4214-8a87-dc7e7cf6fe5e.DR-10.0.somatic.maf.gz	52ac8a7453882d59f2cb6bb8880da6f0	13744048	released
aef91ada-c143-4200-a534-45f23a2c19cb	TCGA.THCA.varscan.aef91ada-c143-4200-a534-45f23a2c19cb.DR-10.0.somatic.maf.gz	7f07200c4b72a8a322894f46ae561749	1464162	released
0ca0083b-4c11-47f2-b672-d74911f50b89	TCGA.PAAD.somaticsniper.0ca0083b-4c11-47f2-b672-d74911f50b89.DR-10.0.somatic.maf.gz	35c4c671ec0668cd69e9262d55455fab	2942387	released
b8ca5856-9819-459c-87c5-94e91aca4032	TCGA.BRCA.muse.b8ca5856-9819-459c-87c5-94e91aca4032.DR-10.0.somatic.maf.gz	f814c909403da10f3d2200d2a4b45f42	23039649	released
b267fee6-e9a0-4d50-88fb-79eb8da1e8dd	TCGA.ESCA.muse.b267fee6-e9a0-4d50-88fb-79eb8da1e8dd.DR-10.0.somatic.maf.gz	510e21f1949f210ebc57a9bff2cb23a2	8330013	released
acb6852e-dd48-4ca5-80f2-3d1a2c7d7ceb	TCGA.LUAD.varscan.acb6852e-dd48-4ca5-80f2-3d1a2c7d7ceb.DR-10.0.somatic.maf.gz	0724094a7b26ab11769b0bdfe8575570	42319939	released
70cb1255-ec99-4c08-b482-415f8375be3f	TCGA.COAD.muse.70cb1255-ec99-4c08-b482-415f8375be3f.DR-10.0.somatic.maf.gz	81bdad7f2da82bf274cddc6f777cab3e	51138822	released
b8ef7b54-adb8-4751-93bd-c26349be4252	TCGA.SKCM.somaticsniper.b8ef7b54-adb8-4751-93bd-c26349be4252.DR-10.0.somatic.maf.gz	1f7b917d18ddf2c022ce6da4258ed619	73135712	released
58390670-c78f-4baf-b478-90ee01d15158	TCGA.STAD.muse.58390670-c78f-4baf-b478-90ee01d15158.DR-10.0.somatic.maf.gz	8b2858da0b248e2d375b2de44a42655e	39601893	released
fea333b5-78e0-43c8-bf76-4c78dd3fac92	TCGA.PAAD.mutect.fea333b5-78e0-43c8-bf76-4c78dd3fac92.DR-10.0.somatic.maf.gz	cdddbf7bc36774e85a5033ad1be223ba	6991687	released
1e36e3a8-548e-4188-8915-d0e6172f01da	TCGA.PRAD.somaticsniper.1e36e3a8-548e-4188-8915-d0e6172f01da.DR-10.0.somatic.maf.gz	c767ba46bd0672f7af6138c2f59e6c95	4883557	released
64e23e2f-ec04-4f6b-82b3-375e2d49804b	TCGA.PCPG.mutect.64e23e2f-ec04-4f6b-82b3-375e2d49804b.DR-10.0.somatic.maf.gz	853d50fa8910f38b7ed4b7d9c4647731	667558	released
289cc0ee-c2c9-45b9-99ae-0ea3c30a0b09	TCGA.LIHC.somaticsniper.289cc0ee-c2c9-45b9-99ae-0ea3c30a0b09.DR-10.0.somatic.maf.gz	7bcb30b094e5b0350fa435044d49711f	10285459	released
4b7a5729-b83e-4837-9b61-a6002dce1c0a	TCGA.SKCM.mutect.4b7a5729-b83e-4837-9b61-a6002dce1c0a.DR-10.0.somatic.maf.gz	e53f990f232210590c9a3624304e2bcf	89383976	released
aa5eb12e-6074-442a-9ff8-281b921e7d96	TCGA.KIRP.varscan.aa5eb12e-6074-442a-9ff8-281b921e7d96.DR-10.0.somatic.maf.gz	29b69b7ddf497f197dccaba839f184c1	5977730	released
3e7ae664-c237-4332-bf2b-2df323a82f2e	TCGA.TGCT.somaticsniper.3e7ae664-c237-4332-bf2b-2df323a82f2e.DR-10.0.somatic.maf.gz	cb3890ee51ef8f973f4db72a5566b26e	459334	released
9d298cc7-71d2-43f5-835d-d7ef7a43bb11	TCGA.ACC.muse.9d298cc7-71d2-43f5-835d-d7ef7a43bb11.DR-10.0.somatic.maf.gz	cfe2006d3791ae4096bb8af8d7d01c77	2343564	released
678ed8fb-53e0-4cce-9c12-d603c3219834	TCGA.LUSC.varscan.678ed8fb-53e0-4cce-9c12-d603c3219834.DR-10.0.somatic.maf.gz	afe3c53c5fc30704735990b3b66d5af3	39515468	released
1aa33f25-3893-4f37-a6a4-361c9785d07e	TCGA.HNSC.mutect.1aa33f25-3893-4f37-a6a4-361c9785d07e.DR-10.0.somatic.maf.gz	03eec1f744c029418969a213d8ccc548	25886548	released
51423d79-e9c5-4c4d-b12c-99c1338dbd43	TCGA.OV.muse.51423d79-e9c5-4c4d-b12c-99c1338dbd43.DR-10.0.somatic.maf.gz	fe3f8b0a78a89c60c3e4e8fe29974030	9334333	released
a8f41106-633d-4027-9e1f-e73bfd48f11e	TCGA.OV.varscan.a8f41106-633d-4027-9e1f-e73bfd48f11e.DR-10.0.somatic.maf.gz	37558620013eb0b69060d157aef420b9	9935707	released
2b594d3d-9cf6-4ad5-8952-79a7dbdbd346	TCGA.KICH.varscan.2b594d3d-9cf6-4ad5-8952-79a7dbdbd346.DR-10.0.somatic.maf.gz	f6c61dbfcd0e59fc02c6d924f8085ab7	685308	released
6f6a4290-b6be-49f5-be45-97d742957a9e	TCGA.TGCT.mutect.6f6a4290-b6be-49f5-be45-97d742957a9e.DR-10.0.somatic.maf.gz	d8b754219bc992b2736bb17109a7f872	876679	released
7f8e1e7c-621c-4dfd-8fad-af07c739dbfc	TCGA.ESCA.mutect.7f8e1e7c-621c-4dfd-8fad-af07c739dbfc.DR-10.0.somatic.maf.gz	6f0349b5ee9bb30a7216631da78308df	11164950	released
8f06ee91-d5ab-4024-98fb-b6c46f9d90a9	TCGA.GBM.varscan.8f06ee91-d5ab-4024-98fb-b6c46f9d90a9.DR-10.0.somatic.maf.gz	a2e1e40878769974d122f29a05d2e7e9	13078078	released
56890408-24a5-4b5a-b822-aaf872c057b8	TCGA.ESCA.somaticsniper.56890408-24a5-4b5a-b822-aaf872c057b8.DR-10.0.somatic.maf.gz	8a8fc26b588efa73bb35636928e30b95	7341729	released
34b68f71-8b37-4aca-aa21-edcbd3ef65b9	TCGA.UVM.varscan.34b68f71-8b37-4aca-aa21-edcbd3ef65b9.DR-10.0.somatic.maf.gz	90a49a8207908861d12e4872137bd887	426032	released
7381c199-3770-4453-bb27-68fbd356cb54	TCGA.LGG.varscan.7381c199-3770-4453-bb27-68fbd356cb54.DR-10.0.somatic.maf.gz	b346c93319c221cc4f0fd2e2fc028589	7644188	released
1e0694ca-fcde-41d3-9ae3-47cfaf527f25	TCGA.LGG.mutect.1e0694ca-fcde-41d3-9ae3-47cfaf527f25.DR-10.0.somatic.maf.gz	6f84855a871513c61d566d994d34de96	8937968	released
f59658f9-a4b3-40c3-b115-a543012b692f	TCGA.PCPG.varscan.f59658f9-a4b3-40c3-b115-a543012b692f.DR-10.0.somatic.maf.gz	058129a8c6f617b5171b61e175cfe756	495086	released
c06465a3-50e7-46f7-b2dd-7bd654ca206b	TCGA.STAD.mutect.c06465a3-50e7-46f7-b2dd-7bd654ca206b.DR-10.0.somatic.maf.gz	e0462a747a83d3f09abb28b83c1b634e	54560201	released
97c1698f-d4a0-4bb0-949b-92e59011f438	TCGA.KIRP.muse.97c1698f-d4a0-4bb0-949b-92e59011f438.DR-10.0.somatic.maf.gz	a03c65d3615abe901a33e4226ed44c3b	5184167	released
f8dabf59-3ae8-4358-8dd6-5c1df76f7a12	TCGA.PCPG.muse.f8dabf59-3ae8-4358-8dd6-5c1df76f7a12.DR-10.0.somatic.maf.gz	0834c7a52e552b55bdc19729c2ca5515	457681	released
cb869763-5119-4c48-8721-da4995830127	TCGA.SARC.somaticsniper.cb869763-5119-4c48-8721-da4995830127.DR-10.0.somatic.maf.gz	dc006c395a17acbbad3d1c5b12ca450a	4700651	released
27f42413-6d8f-401f-9d07-d019def8939e	TCGA.LAML.mutect.27f42413-6d8f-401f-9d07-d019def8939e.DR-10.0.somatic.maf.gz	2df8781e007399f3763ba2d5209ce366	2549936	released
6f5cde97-d259-414f-8122-6d0d66f49b74	TCGA.LUAD.muse.6f5cde97-d259-414f-8122-6d0d66f49b74.DR-10.0.somatic.maf.gz	939fa23e9d62f2524e5c5fd1dd38ef34	40994280	released
39f0a058-6ce5-4bbc-bcc8-57d4cd14066f	TCGA.CESC.muse.39f0a058-6ce5-4bbc-bcc8-57d4cd14066f.DR-10.0.somatic.maf.gz	7111deb1c6296a35d731e3b93f461ed2	21332836	released
6d0a808a-bdd7-40b0-94d1-168e73ad5bdb	TCGA.MESO.muse.6d0a808a-bdd7-40b0-94d1-168e73ad5bdb.DR-10.0.somatic.maf.gz	96b49b69819e45ff5673563afb0707a2	805939	released
a630f0a0-39b3-4aab-8181-89c1dde8d3e2	TCGA.LIHC.mutect.a630f0a0-39b3-4aab-8181-89c1dde8d3e2.DR-10.0.somatic.maf.gz	e9ccad73e077c1653b3f5e5d381756bd	13824544	released
da39b25a-2c4b-413c-a95e-0d65c07da573	TCGA.TGCT.muse.da39b25a-2c4b-413c-a95e-0d65c07da573.DR-10.0.somatic.maf.gz	3f855e75b252ea2aeb5525679375865b	616675	released
c116f412-e251-4192-9bc5-3ce3cfaaa774	TCGA.CHOL.mutect.c116f412-e251-4192-9bc5-3ce3cfaaa774.DR-10.0.somatic.maf.gz	a2b1d2912512ed8fe526eca912e2aff9	1351191	released
c3df46a9-85d1-45d4-954a-825313d4a26d	TCGA.DLBC.mutect.c3df46a9-85d1-45d4-954a-825313d4a26d.DR-10.0.somatic.maf.gz	0004d0ace173348526956cf1b0400f96	1640535	released
ee42d944-ccbf-4406-9e7c-ffe1a0a4a1d7	TCGA.KIRC.varscan.ee42d944-ccbf-4406-9e7c-ffe1a0a4a1d7.DR-10.0.somatic.maf.gz	b039ef6ba0f80b876723d3627a5cd55d	5802783	released
88b38a05-e46a-49e1-9c4d-e098709256b1	TCGA.MESO.mutect.88b38a05-e46a-49e1-9c4d-e098709256b1.DR-10.0.somatic.maf.gz	a87b7dca1357d42ffbbbb2189684e00f	1024822	released
1ab98b62-5863-4440-84f9-3c15d476d523	TCGA.KIRP.mutect.1ab98b62-5863-4440-84f9-3c15d476d523.DR-10.0.somatic.maf.gz	7c5dfe3136824b6421f57c4a0370583b	6341025	released
0e239d8f-47b0-4e47-9716-e9ecc87605b9	TCGA.BLCA.mutect.0e239d8f-47b0-4e47-9716-e9ecc87605b9.DR-10.0.somatic.maf.gz	d872d906b62c6617c0afa4e32dcbe32d	34215484	released
